Fondsposition per,"14.Mai2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"NESTE","NESTE","Energie","Aktien","4.371.449,77","0,01","4.371.449,77","131.230,00","33,31","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"EMIRATESNBD","EMIRATES NBD","Financials","Aktien","4.360.775,41","0,01","4.360.775,41","576.140,00","7,57","Ver. Arabische Emirate","Dubai Financial Market","AED"
"CLAR","CAPITALAND ASCENDAS REIT","Immobilien","Aktien","4.352.918,41","0,01","4.352.918,41","2.246.335,00","1,94","Singapur","Singapore Exchange","SGD"
"SQM.B","SOCIEDAD QUIMICA Y MINERA DE CHILE","Materialien","Aktien","4.347.607,71","0,01","4.347.607,71","49.525,00","87,79","Chile","Santiago Stock Exchange","CLP"
"EMSN","EMS-CHEMIE HOLDING AG","Materialien","Aktien","4.344.315,18","0,01","4.344.315,18","5.104,00","851,16","Schweiz","SIX Swiss Exchange","CHF"
"ENX","EURONEXT NV","Financials","Aktien","4.308.047,46","0,01","4.308.047,46","26.196,00","164,46","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SCHP","SCHINDLER HOLDING PAR AG","Industrie","Aktien","4.310.992,91","0,01","4.310.992,91","12.855,00","335,36","Schweiz","SIX Swiss Exchange","CHF"
"REG","REGENCY CENTERS REIT CORP","Immobilien","Aktien","4.302.904,80","0,01","4.302.904,80","55.940,00","76,92","Vereinigte Staaten","NASDAQ","USD"
"LAND","LAND SECURITIES GROUP REIT PLC","Immobilien","Aktien","4.292.460,31","0,01","4.292.460,31","545.545,00","7,87","Vereinigtes Königreich","London Stock Exchange","GBP"
"KOG","KONGSBERG GRUPPEN","Industrie","Aktien","4.279.528,03","0,01","4.279.528,03","135.259,00","31,64","Norwegen","Oslo Bors Asa","NOK"
"INF","INFORMA PLC","Kommunikation","Aktien","4.274.231,29","0,01","4.274.231,29","395.229,00","10,81","Vereinigtes Königreich","London Stock Exchange","GBP"
"S68","SINGAPORE EXCHANGE LTD","Financials","Aktien","4.262.974,46","0,01","4.262.974,46","255.108,00","16,71","Singapur","Singapore Exchange","SGD"
"ORK","ORKLA","Nichtzyklische Konsumgüter","Aktien","4.256.967,29","0,01","4.256.967,29","359.815,00","11,83","Norwegen","Oslo Bors Asa","NOK"
"IMP","IMPALA PLATINUM LTD","Materialien","Aktien","4.243.915,14","0,01","4.243.915,14","267.528,00","15,86","Südafrika","Johannesburg Stock Exchange","ZAR"
"CSGP","COSTAR GROUP INC","Immobilien","Aktien","4.239.362,40","0,01","4.239.362,40","133.104,00","31,85","Vereinigte Staaten","NASDAQ","USD"
"5020","ENEOS HOLDINGS INC","Energie","Aktien","4.242.340,89","0,01","4.242.340,89","510.000,00","8,32","Japan","Tokyo Stock Exchange","JPY"
"9866","NIO CLASS A INC","Zyklische Konsumgüter ","Aktien","4.238.786,18","0,01","4.238.786,18","664.529,00","6,38","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TIH","TOROMONT INDUSTRIES LTD","Industrie","Aktien","4.233.994,98","0,01","4.233.994,98","25.777,00","164,25","Kanada","Toronto Stock Exchange","CAD"
"EUROB","EUROBANK SA","Financials","Aktien","4.231.816,13","0,01","4.231.816,13","927.106,00","4,56","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"CNA","CENTRICA PLC","Versorger","Aktien","4.226.515,24","0,01","4.226.515,24","1.550.124,00","2,73","Vereinigtes Königreich","London Stock Exchange","GBP"
"267260","HD HYUNDAI ELECTRIC LTD","Industrie","Aktien","4.223.474,97","0,01","4.223.474,97","4.970,00","849,79","Korea","Korea Exchange (Stock Market)","KRW"
"BG","BAWAG GROUP AG","Financials","Aktien","4.222.115,37","0,01","4.222.115,37","24.408,00","172,98","Österreich","Wiener Boerse Ag","EUR"
"TLC","THE LOTTERY CORPORATION LTD","Zyklische Konsumgüter ","Aktien","4.217.186,73","0,01","4.217.186,73","1.107.195,00","3,81","Australien","Asx - All Markets","AUD"
"DSFIR","DSM FIRMENICH AG","Materialien","Aktien","4.210.316,00","0,01","4.210.316,00","53.167,00","79,19","Niederlande","Euronext Amsterdam","EUR"
"SUI","SUN COMMUNITIES REIT INC","Immobilien","Aktien","4.205.489,96","0,01","4.205.489,96","34.508,00","121,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Gesundheitsversorgung","Aktien","4.200.217,25","0,01","4.200.217,25","207.636,00","20,23","Neuseeland","New Zealand Exchange Ltd","NZD"
"IOICORP","IOI CORPORATION","Nichtzyklische Konsumgüter","Aktien","4.200.845,48","0,01","4.200.845,48","4.018.400,00","1,05","Malaysia","Bursa Malaysia","MYR"
"ARX","ARC RESOURCES LTD","Energie","Aktien","4.180.608,06","0,01","4.180.608,06","185.947,00","22,48","Kanada","Toronto Stock Exchange","CAD"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrie","Aktien","4.182.745,07","0,01","4.182.745,07","506.800,00","8,25","Singapur","Singapore Exchange","SGD"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Aktien","4.174.986,48","0,01","4.174.986,48","292.366,00","14,28","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AGS","AGEAS SA","Financials","Aktien","4.171.530,98","0,01","4.171.530,98","52.025,00","80,18","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"GGG","GRACO INC","Industrie","Aktien","4.157.714,20","0,01","4.157.714,20","54.335,00","76,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"2015","LI AUTO CLASS A INC","Zyklische Konsumgüter ","Aktien","4.154.849,08","0,01","4.154.849,08","423.454,00","9,81","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"EN","BOUYGUES SA","Industrie","Aktien","4.156.317,67","0,01","4.156.317,67","68.803,00","60,41","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TELIA","TELIA COMPANY","Kommunikation","Aktien","4.156.886,02","0,01","4.156.886,02","786.785,00","5,28","Schweden","Nasdaq Omx Nordic","SEK"
"2319","CHINA MENGNIU DAIRY LTD","Nichtzyklische Konsumgüter","Aktien","4.148.715,59","0,01","4.148.715,59","1.840.000,00","2,25","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ELE","ENDESA SA","Versorger","Aktien","4.140.541,90","0,01","4.140.541,90","96.990,00","42,69","Spanien","Bolsa De Madrid","EUR"
"CSL","CARLISLE COMPANIES INC","Industrie","Aktien","4.137.473,45","0,01","4.137.473,45","11.891,00","347,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SGSN","SGS SA","Industrie","Aktien","4.127.967,51","0,01","4.127.967,51","38.172,00","108,14","Schweiz","SIX Swiss Exchange","CHF"
"MKC","MCCORMICK & CO NON-VOTING INC","Nichtzyklische Konsumgüter","Aktien","4.130.506,59","0,01","4.130.506,59","88.809,00","46,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6383","DAIFUKU LTD","Industrie","Aktien","4.127.060,61","0,01","4.127.060,61","87.000,00","47,44","Japan","Tokyo Stock Exchange","JPY"
"DKS","DICKS SPORTING INC","Zyklische Konsumgüter ","Aktien","4.115.391,18","0,01","4.115.391,18","18.583,00","221,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALFA","ALFA LAVAL","Industrie","Aktien","4.112.758,15","0,01","4.112.758,15","71.023,00","57,91","Schweden","Nasdaq Omx Nordic","SEK"
"OKTA","OKTA INC CLASS A","IT","Aktien","4.109.478,15","0,01","4.109.478,15","50.703,00","81,05","Vereinigte Staaten","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrie","Aktien","4.104.960,45","0,01","4.104.960,45","51.895,00","79,10","Kanada","Toronto Stock Exchange","CAD"
"ICT","INTERNATIONAL CONTAINER TERMINAL S","Industrie","Aktien","4.097.867,62","0,01","4.097.867,62","318.930,00","12,85","Philippinen","Philippine Stock Exchange Inc.","PHP"
"823","LINK REAL ESTATE INVESTMENT TRUST","Immobilien","Aktien","4.088.641,03","0,01","4.088.641,03","763.200,00","5,36","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"TEAM","ATLASSIAN CORP CLASS A","IT","Aktien","4.091.435,14","0,01","4.091.435,14","50.599,00","80,86","Vereinigte Staaten","NASDAQ","USD"
"2503","KIRIN HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","4.081.789,81","0,01","4.081.789,81","255.700,00","15,96","Japan","Tokyo Stock Exchange","JPY"
"WSO","WATSCO INC","Industrie","Aktien","4.062.605,12","0,01","4.062.605,12","9.764,00","416,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IT","GARTNER INC","IT","Aktien","4.062.253,30","0,01","4.062.253,30","28.882,00","140,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AMUN","AMUNDI SA","Financials","Aktien","4.053.427,67","0,01","4.053.427,67","40.424,00","100,27","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"7701","SHIMADZU CORP","IT","Aktien","4.053.956,81","0,01","4.053.956,81","183.700,00","22,07","Japan","Tokyo Stock Exchange","JPY"
"TIT","TELECOM ITALIA","Kommunikation","Aktien","4.055.710,11","0,01","4.055.710,11","4.896.157,00","0,83","Italien","Borsa Italiana","EUR"
"CG","CARLYLE GROUP INC","Financials","Aktien","4.051.138,32","0,01","4.051.138,32","80.958,00","50,04","Vereinigte Staaten","NASDAQ","USD"
"EDV","ENDEAVOUR MINING","Materialien","Aktien","4.041.281,47","0,01","4.041.281,47","61.401,00","65,82","Vereinigtes Königreich","London Stock Exchange","GBP"
"KRX","KINGSPAN GROUP PLC","Industrie","Aktien","4.041.667,95","0,01","4.041.667,95","45.441,00","88,94","Irland","Irish Stock Exchange - All Market","EUR"
"ETE","NATIONAL BANK OF GREECE SA","Financials","Aktien","4.031.008,51","0,01","4.031.008,51","241.006,00","16,73","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"CLX","CLOROX","Nichtzyklische Konsumgüter","Aktien","4.031.993,25","0,01","4.031.993,25","44.225,00","91,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RPM","RPM INTERNATIONAL INC","Materialien","Aktien","4.025.922,02","0,01","4.025.922,02","40.918,00","98,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BIMAS.E","BIM BIRLESIK MAGAZALAR A","Nichtzyklische Konsumgüter","Aktien","4.002.334,88","0,01","4.002.334,88","439.220,00","9,11","Türkei","Istanbul Stock Exchange","TRY"
"GIB.A","CGI INC CLASS A","IT","Aktien","3.995.061,27","0,01","3.995.061,27","64.202,00","62,23","Kanada","Toronto Stock Exchange","CAD"
"NHY","NORSK HYDRO","Materialien","Aktien","3.991.279,27","0,01","3.991.279,27","345.255,00","11,56","Norwegen","Oslo Bors Asa","NOK"
"CTC.A","CANADIAN TIRE LTD CLASS A","Zyklische Konsumgüter ","Aktien","3.991.466,95","0,01","3.991.466,95","31.326,00","127,42","Kanada","Toronto Stock Exchange","CAD"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Immobilien","Aktien","3.978.325,60","0,01","3.978.325,60","84.880,00","46,87","Vereinigte Staaten","NASDAQ","USD"
"1928","SEKISUI HOUSE LTD","Zyklische Konsumgüter ","Aktien","3.969.636,73","0,01","3.969.636,73","183.400,00","21,64","Japan","Tokyo Stock Exchange","JPY"
"EG","EVEREST GROUP LTD","Financials","Aktien","3.965.346,05","0,01","3.965.346,05","11.395,00","347,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SY1","SYMRISE AG","Materialien","Aktien","3.948.814,72","0,01","3.948.814,72","45.478,00","86,83","Deutschland","Xetra","EUR"
"5016","JX ADVANCED METALS CORP","Materialien","Aktien","3.950.826,77","0,01","3.950.826,77","140.500,00","28,12","Japan","Tokyo Stock Exchange","JPY"
"COO","COOPER INC","Gesundheitsversorgung","Aktien","3.941.968,68","0,01","3.941.968,68","65.286,00","60,38","Vereinigte Staaten","NASDAQ","USD"
"KRZ","KERRY GROUP PLC","Nichtzyklische Konsumgüter","Aktien","3.937.709,00","0,01","3.937.709,00","46.437,00","84,80","Irland","Irish Stock Exchange - All Market","EUR"
"PSON","PEARSON PLC","Zyklische Konsumgüter ","Aktien","3.929.922,64","0,01","3.929.922,64","263.866,00","14,89","Vereinigtes Königreich","London Stock Exchange","GBP"
"SHP","SHOPRITE HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","3.913.564,55","0,01","3.913.564,55","220.484,00","17,75","Südafrika","Johannesburg Stock Exchange","ZAR"
"ASRNL","ASR NEDERLAND NV","Financials","Aktien","3.914.302,28","0,01","3.914.302,28","49.429,00","79,19","Niederlande","Euronext Amsterdam","EUR"
"SN.","SMITH AND NEPHEW PLC","Gesundheitsversorgung","Aktien","3.903.565,34","0,01","3.903.565,34","262.215,00","14,89","Vereinigtes Königreich","London Stock Exchange","GBP"
"UU.","UNITED UTILITIES GROUP PLC","Versorger","Aktien","3.899.388,63","0,01","3.899.388,63","209.093,00","18,65","Vereinigtes Königreich","London Stock Exchange","GBP"
"669","TECHTRONIC INDUSTRIES LTD","Industrie","Aktien","3.898.013,38","0,01","3.898.013,38","254.000,00","15,35","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"BARN","BARRY CALLEBAUT AG","Nichtzyklische Konsumgüter","Aktien","3.893.922,48","0,01","3.893.922,48","2.558,00","1.522,25","Schweiz","SIX Swiss Exchange","CHF"
"DSCT","ISRAEL DISCOUNT BANK LTD","Financials","Aktien","3.875.844,54","0,01","3.875.844,54","366.494,00","10,58","Israel","Tel Aviv Stock Exchange","ILS"
"HEN3","HENKEL & KGAA PREF AG","Nichtzyklische Konsumgüter","Aktien","3.878.210,24","0,01","3.878.210,24","52.109,00","74,43","Deutschland","Xetra","EUR"
"316140","WOORI FINANCIAL GROUP INC","Financials","Aktien","3.863.434,99","0,01","3.863.434,99","181.138,00","21,33","Korea","Korea Exchange (Stock Market)","KRW"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Financials","Aktien","3.861.666,43","0,01","3.861.666,43","678.048,00","5,70","Australien","Asx - All Markets","AUD"
"2368","GOLD CIRCUIT ELECTRONICS LTD","IT","Aktien","3.856.893,54","0,01","3.856.893,54","85.000,00","45,38","Taiwan","Taiwan Stock Exchange","TWD"
"G1A","GEA GROUP AG","Industrie","Aktien","3.841.506,80","0,01","3.841.506,80","59.314,00","64,77","Deutschland","Xetra","EUR"
"BBY","BEST BUY INC","Zyklische Konsumgüter ","Aktien","3.837.519,40","0,01","3.837.519,40","67.705,00","56,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7202","ISUZU MOTORS LTD","Zyklische Konsumgüter ","Aktien","3.821.559,33","0,01","3.821.559,33","254.200,00","15,03","Japan","Tokyo Stock Exchange","JPY"
"2601","CHINA PACIFIC INSURANCE (GROUP) LT","Financials","Aktien","3.817.077,78","0,01","3.817.077,78","884.000,00","4,32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SCG","SCENTRE GROUP","Immobilien","Aktien","3.816.202,13","0,01","3.816.202,13","1.442.654,00","2,65","Australien","Asx - All Markets","AUD"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financials","Aktien","3.812.438,66","0,01","3.812.438,66","49.502,00","77,02","Israel","Tel Aviv Stock Exchange","ILS"
"TEL","TELENOR","Kommunikation","Aktien","3.807.843,31","0,01","3.807.843,31","223.356,00","17,05","Norwegen","Oslo Bors Asa","NOK"
"FOX","FOX CORP CLASS B","Kommunikation","Aktien","3.800.620,20","0,01","3.800.620,20","64.857,00","58,60","Vereinigte Staaten","NASDAQ","USD"
"9503","KANSAI ELECTRIC POWER INC","Versorger","Aktien","3.798.302,51","0,01","3.798.302,51","256.100,00","14,83","Japan","Tokyo Stock Exchange","JPY"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Aktien","3.798.827,12","0,01","3.798.827,12","34.604,00","109,78","Vereinigte Staaten","NASDAQ","USD"
"6618","JD HEALTH INTERNATIONAL INC","Nichtzyklische Konsumgüter","Aktien","3.794.757,16","0,01","3.794.757,16","614.600,00","6,17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"FGR","EIFFAGE SA","Industrie","Aktien","3.796.758,32","0,01","3.796.758,32","24.487,00","155,05","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"9766","KONAMI GROUP CORP","Kommunikation","Aktien","3.793.215,09","0,01","3.793.215,09","30.700,00","123,56","Japan","Tokyo Stock Exchange","JPY"
"1378","CHINA HONGQIAO GROUP LTD","Materialien","Aktien","3.784.862,88","0,01","3.784.862,88","886.500,00","4,27","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2886","MEGA FINANCIAL HOLDING LTD","Financials","Aktien","3.769.040,22","0,01","3.769.040,22","3.022.425,00","1,25","Taiwan","Taiwan Stock Exchange","TWD"
"4204","SEKISUI CHEMICAL LTD","Industrie","Aktien","3.761.780,64","0,01","3.761.780,64","252.400,00","14,90","Japan","Tokyo Stock Exchange","JPY"
"AC","ACCOR SA","Zyklische Konsumgüter ","Aktien","3.756.653,40","0,01","3.756.653,40","72.228,00","52,01","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BBRI","BANK RAKYAT INDONESIA (PERSERO)","Financials","Aktien","3.738.354,88","0,01","3.738.354,88","20.926.400,00","0,18","Indonesien","Indonesia Stock Exchange","IDR"
"1093","CSPC PHARMACEUTICAL GROUP LTD","Gesundheitsversorgung","Aktien","3.732.390,79","0,01","3.732.390,79","3.672.560,00","1,02","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ITRK","INTERTEK GROUP PLC","Industrie","Aktien","3.734.856,58","0,01","3.734.856,58","48.806,00","76,52","Vereinigtes Königreich","London Stock Exchange","GBP"
"PEO","BANK PEKAO SA","Financials","Aktien","3.728.923,88","0,01","3.728.923,88","56.750,00","65,71","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"GDDY","GODADDY INC CLASS A","IT","Aktien","3.715.738,10","0,01","3.715.738,10","43.730,00","84,97","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SMIN","SMITHS GROUP PLC","Industrie","Aktien","3.716.381,57","0,01","3.716.381,57","108.591,00","34,22","Vereinigtes Königreich","London Stock Exchange","GBP"
"ENELCHILE","ENEL CHILE SA","Versorger","Aktien","3.717.747,17","0,01","3.717.747,17","41.396.650,00","0,09","Chile","Santiago Stock Exchange","CLP"
"KESKOB","KESKO CLASS B","Nichtzyklische Konsumgüter","Aktien","3.708.011,29","0,01","3.708.011,29","156.080,00","23,76","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"BN4","KEPPEL LTD","Industrie","Aktien","3.696.081,28","0,01","3.696.081,28","440.300,00","8,39","Singapur","Singapore Exchange","SGD"
"NVR","NVR INC","Zyklische Konsumgüter ","Aktien","3.698.077,11","0,01","3.698.077,11","651,00","5.680,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6869","YANGTZE OPTICAL FIBRE AND CABLE JO","IT","Aktien","3.694.040,14","0,01","3.694.040,14","114.000,00","32,40","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MONC","MONCLER","Zyklische Konsumgüter ","Aktien","3.689.563,80","0,01","3.689.563,80","62.036,00","59,47","Italien","Borsa Italiana","EUR"
"7259","AISIN CORP","Zyklische Konsumgüter ","Aktien","3.674.921,75","0,01","3.674.921,75","241.400,00","15,22","Japan","Tokyo Stock Exchange","JPY"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrie","Aktien","3.671.743,06","0,01","3.671.743,06","16.486,00","222,72","Schweiz","SIX Swiss Exchange","CHF"
"2357","ASUSTEK COMPUTER INC","IT","Aktien","3.662.700,30","0,01","3.662.700,30","170.000,00","21,55","Taiwan","Taiwan Stock Exchange","TWD"
"FUNO11","FIBRA UNO ADMINISTRACION REIT","Immobilien","Aktien","3.652.574,07","0,01","3.652.574,07","2.113.275,00","1,73","Mexiko","Bolsa Mexicana De Valores","MXN"
"EVO","EVOLUTION","Zyklische Konsumgüter ","Aktien","3.643.435,25","0,01","3.643.435,25","53.169,00","68,53","Schweden","Nasdaq Omx Nordic","SEK"
"ADCB","ABU DHABI COMMERCIAL BANK","Financials","Aktien","3.643.475,78","0,01","3.643.475,78","969.719,00","3,76","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"SUN","SUNCORP GROUP LTD","Financials","Aktien","3.641.255,32","0,01","3.641.255,32","294.279,00","12,37","Australien","Asx - All Markets","AUD"
"PINS","PINTEREST INC CLASS A","Kommunikation","Aktien","3.636.823,30","0,01","3.636.823,30","191.110,00","19,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TYL","TYLER TECHNOLOGIES INC","IT","Aktien","3.634.719,24","0,01","3.634.719,24","12.153,00","299,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"3653","JENTECH PRECISION INDUSTRIAL LTD","IT","Aktien","3.630.334,76","0,01","3.630.334,76","34.000,00","106,77","Taiwan","Taiwan Stock Exchange","TWD"
"SPSN","SWISS PRIME SITE AG","Immobilien","Aktien","3.633.043,61","0,01","3.633.043,61","22.019,00","165,00","Schweiz","SIX Swiss Exchange","CHF"
"4661","ORIENTAL LAND LTD","Zyklische Konsumgüter ","Aktien","3.625.490,53","0,01","3.625.490,53","266.800,00","13,59","Japan","Tokyo Stock Exchange","JPY"
"4911","SHISEIDO LTD","Nichtzyklische Konsumgüter","Aktien","3.616.061,84","0,01","3.616.061,84","186.700,00","19,37","Japan","Tokyo Stock Exchange","JPY"
"SGE","THE SAGE GROUP PLC","IT","Aktien","3.601.056,69","0,01","3.601.056,69","312.341,00","11,53","Vereinigtes Königreich","London Stock Exchange","GBP"
"METSO","METSO CORPORATION","Industrie","Aktien","3.597.871,93","0,01","3.597.871,93","203.998,00","17,64","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"1326","FORMOSA CHEMICALS & FIBRE CORP","Materialien","Aktien","3.593.746,44","0,01","3.593.746,44","2.519.620,00","1,43","Taiwan","Taiwan Stock Exchange","TWD"
"6988","NITTO DENKO CORP","Materialien","Aktien","3.583.259,03","0,01","3.583.259,03","186.100,00","19,25","Japan","Tokyo Stock Exchange","JPY"
